Year,FIPS,covariates,tel
1990.0,54.0,True,True
1990.0,55.0,True,True
1990.0,56.0,True,True
1991.0,1.0,False,True
1991.0,2.0,False,True
1991.0,4.0,False,True
1991.0,5.0,False,True
1991.0,6.0,False,True
1991.0,8.0,False,True
1991.0,9.0,False,True
1991.0,10.0,False,True
1991.0,11.0,False,True
1991.0,12.0,False,True
1991.0,13.0,False,True
1991.0,15.0,False,True
1991.0,16.0,False,True
1991.0,17.0,False,True
1991.0,18.0,False,True
1991.0,19.0,False,True
1991.0,20.0,False,True
1991.0,21.0,False,True
1991.0,22.0,False,True
1991.0,23.0,False,True
1991.0,24.0,False,True
1991.0,25.0,False,True
1991.0,26.0,False,True
1991.0,27.0,False,True
1991.0,28.0,False,True
1991.0,29.0,False,True
1991.0,30.0,False,True
1991.0,31.0,False,True
1991.0,32.0,False,True
1991.0,33.0,False,True
1991.0,34.0,False,True
1991.0,35.0,False,True
1991.0,36.0,False,True
1991.0,37.0,False,True
1991.0,38.0,False,True
1991.0,39.0,False,True
1991.0,40.0,False,True
1991.0,41.0,False,True
1991.0,42.0,False,True
1991.0,44.0,False,True
1991.0,45.0,False,True
1991.0,46.0,False,True
1991.0,47.0,False,True
1991.0,48.0,False,True
1991.0,49.0,False,True
1991.0,50.0,False,True
1991.0,51.0,False,True
1991.0,53.0,False,True
1991.0,54.0,False,True
1991.0,55.0,False,True
1991.0,56.0,False,True
1992.0,1.0,False,True
1992.0,2.0,False,True
1992.0,4.0,False,True
1992.0,5.0,False,True
1992.0,6.0,False,True
1992.0,8.0,False,True
1992.0,9.0,False,True
1992.0,10.0,False,True
1992.0,11.0,False,True
1992.0,12.0,False,True
1992.0,13.0,False,True
1992.0,15.0,False,True
1992.0,16.0,False,True
1992.0,17.0,False,True
1992.0,18.0,False,True
1992.0,19.0,False,True
1992.0,20.0,False,True
1992.0,21.0,False,True
1992.0,22.0,False,True
1992.0,23.0,False,True
1992.0,24.0,False,True
1992.0,25.0,False,True
1992.0,26.0,False,True
1992.0,27.0,False,True
1992.0,28.0,False,True
1992.0,29.0,False,True
1992.0,30.0,False,True
1992.0,31.0,False,True
1992.0,32.0,False,True
1992.0,33.0,False,True
1992.0,34.0,False,True
1992.0,35.0,False,True
1992.0,36.0,False,True
1992.0,37.0,False,True
1992.0,38.0,False,True
1992.0,39.0,False,True
1992.0,40.0,False,True
1992.0,41.0,False,True
1992.0,42.0,False,True
1992.0,44.0,False,True
1992.0,45.0,False,True
1992.0,46.0,False,True
1992.0,47.0,False,True
1992.0,48.0,False,True
1992.0,49.0,False,True
1992.0,50.0,False,True
1992.0,51.0,False,True
1992.0,53.0,False,True
1992.0,54.0,False,True
1992.0,55.0,False,True
1992.0,56.0,False,True
1993.0,1.0,False,True
1993.0,2.0,False,True
1993.0,4.0,False,True
1993.0,5.0,False,True
1993.0,6.0,False,True
1993.0,8.0,False,True
1993.0,9.0,False,True
1993.0,10.0,False,True
1993.0,11.0,False,True
1993.0,12.0,False,True
1993.0,13.0,False,True
1993.0,15.0,False,True
1993.0,16.0,False,True
1993.0,17.0,False,True
1993.0,18.0,False,True
1993.0,19.0,False,True
1993.0,20.0,False,True
1993.0,21.0,False,True
1993.0,22.0,False,True
1993.0,23.0,False,True
1993.0,24.0,False,True
1993.0,25.0,False,True
1993.0,26.0,False,True
1993.0,27.0,False,True
1993.0,28.0,False,True
1993.0,29.0,False,True
1993.0,30.0,False,True
1993.0,31.0,False,True
1993.0,32.0,False,True
1993.0,33.0,False,True
1993.0,34.0,False,True
1993.0,35.0,False,True
1993.0,36.0,False,True
1993.0,37.0,False,True
1993.0,38.0,False,True
1993.0,39.0,False,True
1993.0,40.0,False,True
1993.0,41.0,False,True
1993.0,42.0,False,True
1993.0,44.0,False,True
1993.0,45.0,False,True
1993.0,46.0,False,True
1993.0,47.0,False,True
1993.0,48.0,False,True
1993.0,49.0,False,True
1993.0,50.0,False,True
1993.0,51.0,False,True
1993.0,53.0,False,True
1993.0,54.0,False,True
1993.0,55.0,False,True
1993.0,56.0,False,True
1994.0,1.0,False,True
1994.0,2.0,False,True
1994.0,4.0,False,True
1994.0,5.0,False,True
1994.0,6.0,False,True
1994.0,8.0,False,True
1994.0,9.0,False,True
1994.0,10.0,False,True
1994.0,11.0,False,True
1994.0,12.0,False,True
1994.0,13.0,False,True
1994.0,15.0,False,True
1994.0,16.0,False,True
1994.0,17.0,False,True
1994.0,18.0,False,True
1994.0,19.0,False,True
1994.0,20.0,False,True
1994.0,21.0,False,True
1994.0,22.0,False,True
1994.0,23.0,False,True
1994.0,24.0,False,True
1994.0,25.0,False,True
1994.0,26.0,False,True
1994.0,27.0,False,True
1994.0,28.0,False,True
1994.0,29.0,False,True
1994.0,30.0,False,True
1994.0,31.0,False,True
1994.0,32.0,False,True
1994.0,33.0,False,True
1994.0,34.0,False,True
1994.0,35.0,False,True
1994.0,36.0,False,True
1994.0,37.0,False,True
1994.0,38.0,False,True
1994.0,39.0,False,True
1994.0,40.0,False,True
1994.0,41.0,False,True
1994.0,42.0,False,True
1994.0,44.0,False,True
1994.0,45.0,False,True
1994.0,46.0,False,True
1994.0,47.0,False,True
1994.0,48.0,False,True
1994.0,49.0,False,True
1994.0,50.0,False,True
1994.0,51.0,False,True
1994.0,53.0,False,True
1994.0,54.0,False,True
1994.0,55.0,False,True
1994.0,56.0,False,True
1995.0,1.0,False,True
1995.0,2.0,False,True
1995.0,4.0,False,True
1995.0,5.0,False,True
1995.0,6.0,False,True
1995.0,8.0,False,True
1995.0,9.0,False,True
1995.0,10.0,False,True
1995.0,11.0,False,True
1995.0,12.0,False,True
1995.0,13.0,False,True
1995.0,15.0,False,True
1995.0,16.0,False,True
1995.0,17.0,False,True
1995.0,18.0,False,True
1995.0,19.0,False,True
1995.0,20.0,False,True
1995.0,21.0,False,True
1995.0,22.0,False,True
1995.0,23.0,False,True
1995.0,24.0,False,True
1995.0,25.0,False,True
1995.0,26.0,False,True
1995.0,27.0,False,True
1995.0,28.0,False,True
1995.0,29.0,False,True
1995.0,30.0,False,True
1995.0,31.0,False,True
1995.0,32.0,False,True
1995.0,33.0,False,True
1995.0,34.0,False,True
1995.0,35.0,False,True
1995.0,36.0,False,True
1995.0,37.0,False,True
1995.0,38.0,False,True
1995.0,39.0,False,True
1995.0,40.0,False,True
1995.0,41.0,False,True
1995.0,42.0,False,True
1995.0,44.0,False,True
1995.0,45.0,False,True
1995.0,46.0,False,True
1995.0,47.0,False,True
1995.0,48.0,False,True
1995.0,49.0,False,True
1995.0,50.0,False,True
1995.0,51.0,False,True
1995.0,53.0,False,True
1995.0,54.0,False,True
1995.0,55.0,False,True
1995.0,56.0,False,True
1996.0,1.0,False,True
1996.0,2.0,False,True
1996.0,4.0,False,True
1996.0,5.0,False,True
1996.0,6.0,False,True
1996.0,8.0,False,True
1996.0,9.0,False,True
1996.0,10.0,False,True
1996.0,11.0,False,True
1996.0,12.0,False,True
1996.0,13.0,False,True
1996.0,15.0,False,True
1996.0,16.0,False,True
1996.0,17.0,False,True
1996.0,18.0,False,True
1996.0,19.0,False,True
1996.0,20.0,False,True
1996.0,21.0,False,True
1996.0,22.0,False,True
1996.0,23.0,False,True
1996.0,24.0,False,True
1996.0,25.0,False,True
1996.0,26.0,False,True
1996.0,27.0,False,True
1996.0,28.0,False,True
1996.0,29.0,False,True
1996.0,30.0,False,True
1996.0,31.0,False,True
1996.0,32.0,False,True
1996.0,33.0,False,True
1996.0,34.0,False,True
1996.0,35.0,False,True
1996.0,36.0,False,True
1996.0,37.0,False,True
1996.0,38.0,False,True
1996.0,39.0,False,True
1996.0,40.0,False,True
1996.0,41.0,False,True
1996.0,42.0,False,True
1996.0,44.0,False,True
1996.0,45.0,False,True
1996.0,46.0,False,True
1996.0,47.0,False,True
1996.0,48.0,False,True
1996.0,49.0,False,True
1996.0,50.0,False,True
1996.0,51.0,False,True
1996.0,53.0,False,True
1996.0,54.0,False,True
1996.0,55.0,False,True
1996.0,56.0,False,True
1997.0,1.0,False,True
1997.0,2.0,False,True
1997.0,4.0,False,True
1997.0,5.0,False,True
1997.0,6.0,False,True
1997.0,8.0,False,True
1997.0,9.0,False,True
1997.0,10.0,False,True
1997.0,11.0,False,True
1997.0,12.0,False,True
1997.0,13.0,False,True
1997.0,15.0,False,True
1997.0,16.0,False,True
1997.0,17.0,False,True
1997.0,18.0,False,True
1997.0,19.0,False,True
1997.0,20.0,False,True
1997.0,21.0,False,True
1997.0,22.0,False,True
1997.0,23.0,False,True
1997.0,24.0,False,True
1997.0,25.0,False,True
1997.0,26.0,False,True
1997.0,27.0,False,True
1997.0,28.0,False,True
1997.0,29.0,False,True
1997.0,30.0,False,True
1997.0,31.0,False,True
1997.0,32.0,False,True
1997.0,33.0,False,True
1997.0,34.0,False,True
1997.0,35.0,False,True
1997.0,36.0,False,True
1997.0,37.0,False,True
1997.0,38.0,False,True
1997.0,39.0,False,True
1997.0,40.0,False,True
1997.0,41.0,False,True
1997.0,42.0,False,True
1997.0,44.0,False,True
1997.0,45.0,False,True
1997.0,46.0,False,True
1997.0,47.0,False,True
1997.0,48.0,False,True
1997.0,49.0,False,True
1997.0,50.0,False,True
1997.0,51.0,False,True
1997.0,53.0,False,True
1997.0,54.0,False,True
1997.0,55.0,False,True
1997.0,56.0,False,True
1998.0,1.0,False,True
1998.0,2.0,False,True
1998.0,4.0,False,True
1998.0,5.0,False,True
1998.0,6.0,False,True
1998.0,8.0,False,True
1998.0,9.0,False,True
1998.0,10.0,False,True
1998.0,11.0,False,True
1998.0,12.0,False,True
1998.0,13.0,False,True
1998.0,15.0,False,True
1998.0,16.0,False,True
1998.0,17.0,False,True
1998.0,18.0,False,True
1998.0,19.0,False,True
1998.0,20.0,False,True
1998.0,21.0,False,True
1998.0,22.0,False,True
1998.0,23.0,False,True
1998.0,24.0,False,True
1998.0,25.0,False,True
1998.0,26.0,False,True
1998.0,27.0,False,True
1998.0,28.0,False,True
1998.0,29.0,False,True
1998.0,30.0,False,True
1998.0,31.0,False,True
1998.0,32.0,False,True
1998.0,33.0,False,True
1998.0,34.0,False,True
1998.0,35.0,False,True
1998.0,36.0,False,True
1998.0,37.0,False,True
1998.0,38.0,False,True
1998.0,39.0,False,True
1998.0,40.0,False,True
1998.0,41.0,False,True
1998.0,42.0,False,True
1998.0,44.0,False,True
1998.0,45.0,False,True
1998.0,46.0,False,True
1998.0,47.0,False,True
1998.0,48.0,False,True
1998.0,49.0,False,True
1998.0,50.0,False,True
1998.0,51.0,False,True
1998.0,53.0,False,True
1998.0,54.0,False,True
1998.0,55.0,False,True
1998.0,56.0,False,True
1999.0,1.0,False,True
1999.0,2.0,False,True
1999.0,4.0,False,True
1999.0,5.0,False,True
1999.0,6.0,False,True
1999.0,8.0,False,True
1999.0,9.0,False,True
1999.0,10.0,False,True
1999.0,11.0,False,True
1999.0,12.0,False,True
1999.0,13.0,False,True
1999.0,15.0,False,True
1999.0,16.0,False,True
1999.0,17.0,False,True
1999.0,18.0,False,True
1999.0,19.0,False,True
1999.0,20.0,False,True
1999.0,21.0,False,True
1999.0,22.0,False,True
1999.0,23.0,False,True
1999.0,24.0,False,True
1999.0,25.0,False,True
1999.0,26.0,False,True
1999.0,27.0,False,True
1999.0,28.0,False,True
1999.0,29.0,False,True
1999.0,30.0,False,True
1999.0,31.0,False,True
1999.0,32.0,False,True
1999.0,33.0,False,True
1999.0,34.0,False,True
1999.0,35.0,False,True
1999.0,36.0,False,True
1999.0,37.0,False,True
1999.0,38.0,False,True
1999.0,39.0,False,True
1999.0,40.0,False,True
1999.0,41.0,False,True
1999.0,42.0,False,True
1999.0,44.0,False,True
1999.0,45.0,False,True
1999.0,46.0,False,True
1999.0,47.0,False,True
1999.0,48.0,False,True
1999.0,49.0,False,True
1999.0,50.0,False,True
1999.0,51.0,False,True
1999.0,53.0,False,True
1999.0,54.0,False,True
1999.0,55.0,False,True
1999.0,56.0,False,True
2000.0,0.0,True,False
2000.0,1.0,True,True
2000.0,2.0,True,True
2000.0,4.0,True,True
2000.0,5.0,True,True
2000.0,6.0,True,True
2000.0,8.0,True,True
2000.0,9.0,True,True
2000.0,10.0,True,True
2000.0,11.0,True,True
2000.0,12.0,True,True
2000.0,13.0,True,True
2000.0,15.0,True,True
2000.0,16.0,True,True
2000.0,17.0,True,True
2000.0,18.0,True,True
2000.0,19.0,True,True
2000.0,20.0,True,True
2000.0,21.0,True,True
2000.0,22.0,True,True
2000.0,23.0,True,True
2000.0,24.0,True,True
2000.0,25.0,True,True
2000.0,26.0,True,True
2000.0,27.0,True,True
2000.0,28.0,True,True
2000.0,29.0,True,True
2000.0,30.0,True,True
2000.0,31.0,True,True
2000.0,32.0,True,True
2000.0,33.0,True,True
2000.0,34.0,True,True
2000.0,35.0,True,True
2000.0,36.0,True,True
2000.0,37.0,True,True
2000.0,38.0,True,True
2000.0,39.0,True,True
2000.0,40.0,True,True
2000.0,41.0,True,True
2000.0,42.0,True,True
2000.0,44.0,True,True
2000.0,45.0,True,True
2000.0,46.0,True,True
2000.0,47.0,True,True
2000.0,48.0,True,True
2000.0,49.0,True,True
2000.0,50.0,True,True
2000.0,51.0,True,True
2000.0,53.0,True,True
2000.0,54.0,True,True
2000.0,55.0,True,True
2000.0,56.0,True,True
2001.0,1.0,False,True
2001.0,2.0,False,True
2001.0,4.0,False,True
2001.0,5.0,False,True
2001.0,6.0,False,True
2001.0,8.0,False,True
2001.0,9.0,False,True
2001.0,10.0,False,True
2001.0,11.0,False,True
2001.0,12.0,False,True
2001.0,13.0,False,True
2001.0,15.0,False,True
2001.0,16.0,False,True
2001.0,17.0,False,True
2001.0,18.0,False,True
2001.0,19.0,False,True
2001.0,20.0,False,True
2001.0,21.0,False,True
2001.0,22.0,False,True
2001.0,23.0,False,True
2001.0,24.0,False,True
2001.0,25.0,False,True
2001.0,26.0,False,True
2001.0,27.0,False,True
2001.0,28.0,False,True
2001.0,29.0,False,True
2001.0,30.0,False,True
2001.0,31.0,False,True
2001.0,32.0,False,True
2001.0,33.0,False,True
2001.0,34.0,False,True
2001.0,35.0,False,True
2001.0,36.0,False,True
2001.0,37.0,False,True
2001.0,38.0,False,True
2001.0,39.0,False,True
2001.0,40.0,False,True
2001.0,41.0,False,True
2001.0,42.0,False,True
2001.0,44.0,False,True
2001.0,45.0,False,True
2001.0,46.0,False,True
2001.0,47.0,False,True
2001.0,48.0,False,True
2001.0,49.0,False,True
2001.0,50.0,False,True
2001.0,51.0,False,True
2001.0,53.0,False,True
2001.0,54.0,False,True
2001.0,55.0,False,True
2001.0,56.0,False,True
2002.0,1.0,False,True
2002.0,2.0,False,True
2002.0,4.0,False,True
2002.0,5.0,False,True
2002.0,6.0,False,True
2002.0,8.0,False,True
2002.0,9.0,False,True
2002.0,10.0,False,True
2002.0,11.0,False,True
2002.0,12.0,False,True
2002.0,13.0,False,True
2002.0,15.0,False,True
2002.0,16.0,False,True
2002.0,17.0,False,True
2002.0,18.0,False,True
2002.0,19.0,False,True
2002.0,20.0,False,True
2002.0,21.0,False,True
2002.0,22.0,False,True
2002.0,23.0,False,True
2002.0,24.0,False,True
2002.0,25.0,False,True
2002.0,26.0,False,True
2002.0,27.0,False,True
2002.0,28.0,False,True
2002.0,29.0,False,True
2002.0,30.0,False,True
2002.0,31.0,False,True
2002.0,32.0,False,True
2002.0,33.0,False,True
2002.0,34.0,False,True
2002.0,35.0,False,True
2002.0,36.0,False,True
2002.0,37.0,False,True
2002.0,38.0,False,True
2002.0,39.0,False,True
2002.0,40.0,False,True
2002.0,41.0,False,True
2002.0,42.0,False,True
2002.0,44.0,False,True
2002.0,45.0,False,True
2002.0,46.0,False,True
2002.0,47.0,False,True
2002.0,48.0,False,True
2002.0,49.0,False,True
2002.0,50.0,False,True
2002.0,51.0,False,True
2002.0,53.0,False,True
2002.0,54.0,False,True
2002.0,55.0,False,True
2002.0,56.0,False,True
2003.0,1.0,False,True
2003.0,2.0,False,True
2003.0,4.0,False,True
2003.0,5.0,False,True
2003.0,6.0,False,True
2003.0,8.0,False,True
2003.0,9.0,False,True
2003.0,10.0,False,True
2003.0,11.0,False,True
2003.0,12.0,False,True
2003.0,13.0,False,True
2003.0,15.0,False,True
2003.0,16.0,False,True
2003.0,17.0,False,True
2003.0,18.0,False,True
2003.0,19.0,False,True
2003.0,20.0,False,True
2003.0,21.0,False,True
2003.0,22.0,False,True
2003.0,23.0,False,True
2003.0,24.0,False,True
2003.0,25.0,False,True
2003.0,26.0,False,True
2003.0,27.0,False,True
2003.0,28.0,False,True
2003.0,29.0,False,True
2003.0,30.0,False,True
2003.0,31.0,False,True
2003.0,32.0,False,True
2003.0,33.0,False,True
2003.0,34.0,False,True
2003.0,35.0,False,True
2003.0,36.0,False,True
2003.0,37.0,False,True
2003.0,38.0,False,True
2003.0,39.0,False,True
2003.0,40.0,False,True
2003.0,41.0,False,True
2003.0,42.0,False,True
2003.0,44.0,False,True
2003.0,45.0,False,True
2003.0,46.0,False,True
2003.0,47.0,False,True
2003.0,48.0,False,True
2003.0,49.0,False,True
2003.0,50.0,False,True
2003.0,51.0,False,True
2003.0,53.0,False,True
2003.0,54.0,False,True
2003.0,55.0,False,True
2003.0,56.0,False,True
2004.0,1.0,False,True
2004.0,2.0,False,True
2004.0,4.0,False,True
2004.0,5.0,False,True
2004.0,6.0,False,True
2004.0,8.0,False,True
2004.0,9.0,False,True
2004.0,10.0,False,True
2004.0,11.0,False,True
2004.0,12.0,False,True
2004.0,13.0,False,True
2004.0,15.0,False,True
2004.0,16.0,False,True
2004.0,17.0,False,True
2004.0,18.0,False,True
2004.0,19.0,False,True
2004.0,20.0,False,True
2004.0,21.0,False,True
2004.0,22.0,False,True
2004.0,23.0,False,True
2004.0,24.0,False,True
2004.0,25.0,False,True
2004.0,26.0,False,True
2004.0,27.0,False,True
2004.0,28.0,False,True
2004.0,29.0,False,True
2004.0,30.0,False,True
2004.0,31.0,False,True
2004.0,32.0,False,True
2004.0,33.0,False,True
2004.0,34.0,False,True
2004.0,35.0,False,True
2004.0,36.0,False,True
2004.0,37.0,False,True
2004.0,38.0,False,True
2004.0,39.0,False,True
2004.0,40.0,False,True
2004.0,41.0,False,True
2004.0,42.0,False,True
2004.0,44.0,False,True
2004.0,45.0,False,True
2004.0,46.0,False,True
2004.0,47.0,False,True
2004.0,48.0,False,True
2004.0,49.0,False,True
2004.0,50.0,False,True
2004.0,51.0,False,True
2004.0,53.0,False,True
2004.0,54.0,False,True
2004.0,55.0,False,True
2004.0,56.0,False,True
2005.0,0.0,True,False
2005.0,1.0,True,True
2005.0,2.0,True,True
2005.0,4.0,True,True
2005.0,5.0,True,True
2005.0,6.0,True,True
2005.0,8.0,True,True
2005.0,9.0,True,True
2005.0,10.0,True,True
2005.0,11.0,True,True
2005.0,12.0,True,True
2005.0,13.0,True,True
2005.0,15.0,True,True
2005.0,16.0,True,True
2005.0,17.0,True,True
2005.0,18.0,True,True
2005.0,19.0,True,True
2005.0,20.0,True,True
2005.0,21.0,True,True
2005.0,22.0,True,True
2005.0,23.0,True,True
2005.0,24.0,True,True
2005.0,25.0,True,True
2005.0,26.0,True,True
2005.0,27.0,True,True
2005.0,28.0,True,True
2005.0,29.0,True,True
2005.0,30.0,True,True
2005.0,31.0,True,True
2005.0,32.0,True,True
2005.0,33.0,True,True
2005.0,34.0,True,True
2005.0,35.0,True,True
2005.0,36.0,True,True
2005.0,37.0,True,True
2005.0,38.0,True,True
2005.0,39.0,True,True
2005.0,40.0,True,True
2005.0,41.0,True,True
2005.0,42.0,True,True
2005.0,44.0,True,True
2005.0,45.0,True,True
2005.0,46.0,True,True
2005.0,47.0,True,True
2005.0,48.0,True,True
2005.0,49.0,True,True
2005.0,50.0,True,True
2005.0,51.0,True,True
2005.0,53.0,True,True
2005.0,54.0,True,True
2005.0,55.0,True,True
2005.0,56.0,True,True
2006.0,0.0,True,False
2006.0,1.0,True,True
2006.0,2.0,True,True
2006.0,4.0,True,True
2006.0,5.0,True,True
2006.0,6.0,True,True
2006.0,8.0,True,True
2006.0,9.0,True,True
2006.0,10.0,True,True
2006.0,11.0,True,True
2006.0,12.0,True,True
2006.0,13.0,True,True
2006.0,15.0,True,True
2006.0,16.0,True,True
2006.0,17.0,True,True
2006.0,18.0,True,True
2006.0,19.0,True,True
2006.0,20.0,True,True
2006.0,21.0,True,True
2006.0,22.0,True,True
2006.0,23.0,True,True
2006.0,24.0,True,True
2006.0,25.0,True,True
2006.0,26.0,True,True
2006.0,27.0,True,True
2006.0,28.0,True,True
2006.0,29.0,True,True
2006.0,30.0,True,True
2006.0,31.0,True,True
2006.0,32.0,True,True
2006.0,33.0,True,True
2006.0,34.0,True,True
2006.0,35.0,True,True
2006.0,36.0,True,True
2006.0,37.0,True,True
2006.0,38.0,True,True
2006.0,39.0,True,True
2006.0,40.0,True,True
2006.0,41.0,True,True
2006.0,42.0,True,True
2006.0,44.0,True,True
2006.0,45.0,True,True
2006.0,46.0,True,True
2006.0,47.0,True,True
2006.0,48.0,True,True
2006.0,49.0,True,True
2006.0,50.0,True,True
2006.0,51.0,True,True
2006.0,53.0,True,True
2006.0,54.0,True,True
2006.0,55.0,True,True
2006.0,56.0,True,True
2007.0,0.0,True,False
2007.0,1.0,True,True
2007.0,2.0,True,True
2007.0,4.0,True,True
2007.0,5.0,True,True
2007.0,6.0,True,True
2007.0,8.0,True,True
2007.0,9.0,True,True
2007.0,10.0,True,True
2007.0,11.0,True,True
2007.0,12.0,True,True
2007.0,13.0,True,True
2007.0,15.0,True,True
2007.0,16.0,True,True
2007.0,17.0,True,True
2007.0,18.0,True,True
2007.0,19.0,True,True
2007.0,20.0,True,True
2007.0,21.0,True,True
2007.0,22.0,True,True
2007.0,23.0,True,True
2007.0,24.0,True,True
2007.0,25.0,True,True
2007.0,26.0,True,True
2007.0,27.0,True,True
2007.0,28.0,True,True
2007.0,29.0,True,True
2007.0,30.0,True,True
2007.0,31.0,True,True
2007.0,32.0,True,True
2007.0,33.0,True,True
2007.0,34.0,True,True
2007.0,35.0,True,True
2007.0,36.0,True,True
2007.0,37.0,True,True
2007.0,38.0,True,True
2007.0,39.0,True,True
2007.0,40.0,True,True
2007.0,41.0,True,True
2007.0,42.0,True,True
2007.0,44.0,True,True
2007.0,45.0,True,True
2007.0,46.0,True,True
2007.0,47.0,True,True
2007.0,48.0,True,True
2007.0,49.0,True,True
2007.0,50.0,True,True
2007.0,51.0,True,True
2007.0,53.0,True,True
2007.0,54.0,True,True
2007.0,55.0,True,True
2007.0,56.0,True,True
2008.0,0.0,True,False
2008.0,1.0,True,True
2008.0,2.0,True,True
2008.0,4.0,True,True
2008.0,5.0,True,True
2008.0,6.0,True,True
2008.0,8.0,True,True
2008.0,9.0,True,True
2008.0,10.0,True,True
2008.0,11.0,True,True
2008.0,12.0,True,True
2008.0,13.0,True,True
2008.0,15.0,True,True
2008.0,16.0,True,True
2008.0,17.0,True,True
2008.0,18.0,True,True
2008.0,19.0,True,True
2008.0,20.0,True,True
2008.0,21.0,True,True
2008.0,22.0,True,True
2008.0,23.0,True,True
2008.0,24.0,True,True
2008.0,25.0,True,True
2008.0,26.0,True,True
2008.0,27.0,True,True
2008.0,28.0,True,True
2008.0,29.0,True,True
2008.0,30.0,True,True
2008.0,31.0,True,True
2008.0,32.0,True,True
2008.0,33.0,True,True
2008.0,34.0,True,True
2008.0,35.0,True,True
2008.0,36.0,True,True
2008.0,37.0,True,True
2008.0,38.0,True,True
2008.0,39.0,True,True
2008.0,40.0,True,True
2008.0,41.0,True,True
2008.0,42.0,True,True
2008.0,44.0,True,True
2008.0,45.0,True,True
2008.0,46.0,True,True
2008.0,47.0,True,True
2008.0,48.0,True,True
2008.0,49.0,True,True
2008.0,50.0,True,True
2008.0,51.0,True,True
2008.0,53.0,True,True
2008.0,54.0,True,True
2008.0,55.0,True,True
2008.0,56.0,True,True
2009.0,0.0,True,False
2009.0,1.0,True,True
2009.0,2.0,True,True
2009.0,4.0,True,True
2009.0,5.0,True,True
2009.0,6.0,True,True
2009.0,8.0,True,True
2009.0,9.0,True,True
2009.0,10.0,True,True
2009.0,11.0,True,True
2009.0,12.0,True,True
2009.0,13.0,True,True
2009.0,15.0,True,True
2009.0,16.0,True,True
2009.0,17.0,True,True
2009.0,18.0,True,True
2009.0,19.0,True,True
2009.0,20.0,True,True
2009.0,21.0,True,True
2009.0,22.0,True,True
2009.0,23.0,True,True
2009.0,24.0,True,True
2009.0,25.0,True,True
2009.0,26.0,True,True
2009.0,27.0,True,True
2009.0,28.0,True,True
2009.0,29.0,True,True
2009.0,30.0,True,True
2009.0,31.0,True,True
2009.0,32.0,True,True
2009.0,33.0,True,True
2009.0,34.0,True,True
2009.0,35.0,True,True
2009.0,36.0,True,True
2009.0,37.0,True,True
2009.0,38.0,True,True
2009.0,39.0,True,True
2009.0,40.0,True,True
2009.0,41.0,True,True
2009.0,42.0,True,True
2009.0,44.0,True,True
2009.0,45.0,True,True
2009.0,46.0,True,True
2009.0,47.0,True,True
2009.0,48.0,True,True
2009.0,49.0,True,True
2009.0,50.0,True,True
2009.0,51.0,True,True
2009.0,53.0,True,True
2009.0,54.0,True,True
2009.0,55.0,True,True
2009.0,56.0,True,True
2010.0,0.0,True,False
2010.0,1.0,True,True
2010.0,2.0,True,True
2010.0,4.0,True,True
2010.0,5.0,True,True
2010.0,6.0,True,True
2010.0,8.0,True,True
2010.0,9.0,True,True
2010.0,10.0,True,True
2010.0,11.0,True,True
2010.0,12.0,True,True
2010.0,13.0,True,True
2010.0,15.0,True,True
2010.0,16.0,True,True
2010.0,17.0,True,True
2010.0,18.0,True,True
2010.0,19.0,True,True
2010.0,20.0,True,True
2010.0,21.0,True,True
2010.0,22.0,True,True
2010.0,23.0,True,True
2010.0,24.0,True,True
2010.0,25.0,True,True
2010.0,26.0,True,True
2010.0,27.0,True,True
2010.0,28.0,True,True
2010.0,29.0,True,True
2010.0,30.0,True,True
2010.0,31.0,True,True
2010.0,32.0,True,True
2010.0,33.0,True,True
2010.0,34.0,True,True
2010.0,35.0,True,True
2010.0,36.0,True,True
2010.0,37.0,True,True
2010.0,38.0,True,True
2010.0,39.0,True,True
2010.0,40.0,True,True
2010.0,41.0,True,True
2010.0,42.0,True,True
2010.0,44.0,True,True
2010.0,45.0,True,True
2010.0,46.0,True,True
2010.0,47.0,True,True
2010.0,48.0,True,True
2010.0,49.0,True,True
2010.0,50.0,True,True
2010.0,51.0,True,True
2010.0,53.0,True,True
2010.0,54.0,True,True
2010.0,55.0,True,True
2010.0,56.0,True,True
2011.0,0.0,True,False
2011.0,1.0,True,True
2011.0,2.0,True,True
2011.0,4.0,True,True
2011.0,5.0,True,True
2011.0,6.0,True,True
2011.0,8.0,True,True
2011.0,9.0,True,True
2011.0,10.0,True,True
2011.0,11.0,True,True
2011.0,12.0,True,True
2011.0,13.0,True,True
2011.0,15.0,True,True
2011.0,16.0,True,True
2011.0,17.0,True,True
2011.0,18.0,True,True
2011.0,19.0,True,True
2011.0,20.0,True,True
2011.0,21.0,True,True
2011.0,22.0,True,True
2011.0,23.0,True,True
2011.0,24.0,True,True
2011.0,25.0,True,True
2011.0,26.0,True,True
2011.0,27.0,True,True
2011.0,28.0,True,True
2011.0,29.0,True,True
2011.0,30.0,True,True
2011.0,31.0,True,True
2011.0,32.0,True,True
2011.0,33.0,True,True
2011.0,34.0,True,True
2011.0,35.0,True,True
2011.0,36.0,True,True
2011.0,37.0,True,True
2011.0,38.0,True,True
2011.0,39.0,True,True
2011.0,40.0,True,True
2011.0,41.0,True,True
2011.0,42.0,True,True
2011.0,44.0,True,True
2011.0,45.0,True,True
2011.0,46.0,True,True
2011.0,47.0,True,True
2011.0,48.0,True,True
