gov_id,gov_st,gov_co,name,fips_st,fips_co_02,fips_co_07
44021,44,021,BRAZOS,48,041,041
44022,44,022,BREWSTER,48,043,043
44023,44,023,BRISCOE,48,045,045
44024,44,024,BROOKS,48,047,047
44025,44,025,BROWN,48,049,049
44026,44,026,BURLESON,48,051,051
44027,44,027,BURNET,48,053,053
44028,44,028,CALDWELL,48,055,055
44029,44,029,CALHOUN,48,057,057
44030,44,030,CALLAHAN,48,059,059
44031,44,031,CAMERON,48,061,061
44032,44,032,CAMP,48,063,063
44033,44,033,CARSON,48,065,065
44034,44,034,CASS,48,067,067
44035,44,035,CASTRO,48,069,069
44036,44,036,CHAMBERS,48,071,071
44037,44,037,CHEROKEE,48,073,073
44038,44,038,CHILDRESS,48,075,075
44039,44,039,CLAY,48,077,077
44040,44,040,COCHRAN,48,079,079
44041,44,041,COKE,48,081,081
44042,44,042,COLEMAN,48,083,083
44043,44,043,COLLIN,48,085,085
44044,44,044,COLLINGSWORTH,48,087,087
44045,44,045,COLORADO,48,089,089
44046,44,046,COMAL,48,091,091
44047,44,047,COMANCHE,48,093,093
44048,44,048,CONCHO,48,095,095
44049,44,049,COOKE,48,097,097
44050,44,050,CORYELL,48,099,099
44051,44,051,COTTLE,48,101,101
44052,44,052,CRANE,48,103,103
44053,44,053,CROCKETT,48,105,105
44054,44,054,CROSBY,48,107,107
44055,44,055,CULBERSON,48,109,109
44056,44,056,DALLAM,48,111,111
44057,44,057,DALLAS,48,113,113
44058,44,058,DAWSON,48,115,115
44059,44,059,DEAF SMITH,48,117,117
44060,44,060,DELTA,48,119,119
44061,44,061,DENTON,48,121,121
44062,44,062,DE WITT,48,123,123
44063,44,063,DICKENS,48,125,125
44064,44,064,DIMMIT,48,127,127
44065,44,065,DONLEY,48,129,129
44066,44,066,DUVAL,48,131,131
44067,44,067,EASTLAND,48,133,133
44068,44,068,ECTOR,48,135,135
44069,44,069,EDWARDS,48,137,137
44070,44,070,ELLIS,48,139,139
44071,44,071,EL PASO,48,141,141
44072,44,072,ERATH,48,143,143
44073,44,073,FALLS,48,145,145
44074,44,074,FANNIN,48,147,147
44075,44,075,FAYETTE,48,149,149
44076,44,076,FISHER,48,151,151
44077,44,077,FLOYD,48,153,153
44078,44,078,FOARD,48,155,155
44079,44,079,FORT BEND,48,157,157
44080,44,080,FRANKLIN,48,159,159
44081,44,081,FREESTONE,48,161,161
44082,44,082,FRIO,48,163,163
44083,44,083,GAINES,48,165,165
44084,44,084,GALVESTON,48,167,167
44085,44,085,GARZA,48,169,169
44086,44,086,GILLESPIE,48,171,171
44087,44,087,GLASSCOCK,48,173,173
44088,44,088,GOLIAD,48,175,175
44089,44,089,GONZALES,48,177,177
44090,44,090,GRAY,48,179,179
44091,44,091,GRAYSON,48,181,181
44092,44,092,GREGG,48,183,183
44093,44,093,GRIMES,48,185,185
44094,44,094,GUADALUPE,48,187,187
44095,44,095,HALE,48,189,189
44096,44,096,HALL,48,191,191
44097,44,097,HAMILTON,48,193,193
44098,44,098,HANSFORD,48,195,195
44099,44,099,HARDEMAN,48,197,197
44100,44,100,HARDIN,48,199,199
44101,44,101,HARRIS,48,201,201
44102,44,102,HARRISON,48,203,203
44103,44,103,HARTLEY,48,205,205
44104,44,104,HASKELL,48,207,207
44105,44,105,HAYS,48,209,209
44106,44,106,HEMPHILL,48,211,211
44107,44,107,HENDERSON,48,213,213
44108,44,108,HIDALGO,48,215,215
44109,44,109,HILL,48,217,217
44110,44,110,HOCKLEY,48,219,219
44111,44,111,HOOD,48,221,221
44112,44,112,HOPKINS,48,223,223
44113,44,113,HOUSTON,48,225,225
44114,44,114,HOWARD,48,227,227
44115,44,115,HUDSPETH,48,229,229
44116,44,116,HUNT,48,231,231
44117,44,117,HUTCHINSON,48,233,233
44118,44,118,IRION,48,235,235
44119,44,119,JACK,48,237,237
44120,44,120,JACKSON,48,239,239
44121,44,121,JASPER,48,241,241
44122,44,122,JEFF DAVIS,48,243,243
44123,44,123,JEFFERSON,48,245,245
44124,44,124,JIM HOGG,48,247,247
44125,44,125,JIM WELLS,48,249,249
44126,44,126,JOHNSON,48,251,251
44127,44,127,JONES,48,253,253
44128,44,128,KARNES,48,255,255
44129,44,129,KAUFMAN,48,257,257
44130,44,130,KENDALL,48,259,259
44131,44,131,KENEDY,48,261,261
44132,44,132,KENT,48,263,263
44133,44,133,KERR,48,265,265
44134,44,134,KIMBLE,48,267,267
44135,44,135,KING,48,269,269
44136,44,136,KINNEY,48,271,271
44137,44,137,KLEBERG,48,273,273
44138,44,138,KNOX,48,275,275
44139,44,139,LAMAR,48,277,277
44140,44,140,LAMB,48,279,279
44141,44,141,LAMPASAS,48,281,281
44142,44,142,LA SALLE,48,283,283
44143,44,143,LAVACA,48,285,285
44144,44,144,LEE,48,287,287
44145,44,145,LEON,48,289,289
44146,44,146,LIBERTY,48,291,291
44147,44,147,LIMESTONE,48,293,293
44148,44,148,LIPSCOMB,48,295,295
44149,44,149,LIVE OAK,48,297,297
44150,44,150,LLANO,48,299,299
44151,44,151,LOVING,48,301,301
44152,44,152,LUBBOCK,48,303,303
44153,44,153,LYNN,48,305,305
44154,44,154,MCCULLOCH,48,307,307
44155,44,155,MCLENNAN,48,309,309
44156,44,156,MCMULLEN,48,311,311
44157,44,157,MADISON,48,313,313
44158,44,158,MARION,48,315,315
44159,44,159,MARTIN,48,317,317
44160,44,160,MASON,48,319,319
44161,44,161,MATAGORDA,48,321,321
44162,44,162,MAVERICK,48,323,323
44163,44,163,MEDINA,48,325,325
44164,44,164,MENARD,48,327,327
44165,44,165,MIDLAND,48,329,329
44166,44,166,MILAM,48,331,331
44167,44,167,MILLS,48,333,333
44168,44,168,MITCHELL,48,335,335
44169,44,169,MONTAGUE,48,337,337
44170,44,170,MONTGOMERY,48,339,339
44171,44,171,MOORE,48,341,341
44172,44,172,MORRIS,48,343,343
44173,44,173,MOTLEY,48,345,345
44174,44,174,NACOGDOCHES,48,347,347
44175,44,175,NAVARRO,48,349,349
44176,44,176,NEWTON,48,351,351
44177,44,177,NOLAN,48,353,353
44178,44,178,NUECES,48,355,355
44179,44,179,OCHILTREE,48,357,357
44180,44,180,OLDHAM,48,359,359
44181,44,181,ORANGE,48,361,361
44182,44,182,PALO PINTO,48,363,363
44183,44,183,PANOLA,48,365,365
44184,44,184,PARKER,48,367,367
44185,44,185,PARMER,48,369,369
44186,44,186,PECOS,48,371,371
44187,44,187,POLK,48,373,373
44188,44,188,POTTER,48,375,375
44189,44,189,PRESIDIO,48,377,377
44190,44,190,RAINS,48,379,379
44191,44,191,RANDALL,48,381,381
44192,44,192,REAGAN,48,383,383
44193,44,193,REAL,48,385,385
44194,44,194,RED RIVER,48,387,387
44195,44,195,REEVES,48,389,389
44196,44,196,REFUGIO,48,391,391
44197,44,197,ROBERTS,48,393,393
44198,44,198,ROBERTSON,48,395,395
44199,44,199,ROCKWALL,48,397,397
44200,44,200,RUNNELS,48,399,399
44201,44,201,RUSK,48,401,401
44202,44,202,SABINE,48,403,403
44203,44,203,SAN AUGUSTINE,48,405,405
44204,44,204,SAN JACINTO,48,407,407
44205,44,205,SAN PATRICIO,48,409,409
44206,44,206,SAN SABA,48,411,411
44207,44,207,SCHLEICHER,48,413,413
44208,44,208,SCURRY,48,415,415
44209,44,209,SHACKELFORD,48,417,417
44210,44,210,SHELBY,48,419,419
44211,44,211,SHERMAN,48,421,421
44212,44,212,SMITH,48,423,423
44213,44,213,SOMERVELL,48,425,425
44214,44,214,STARR,48,427,427
44215,44,215,STEPHENS,48,429,429
44216,44,216,STERLING,48,431,431
44217,44,217,STONEWALL,48,433,433
44218,44,218,SUTTON,48,435,435
44219,44,219,SWISHER,48,437,437
44220,44,220,TARRANT,48,439,439
44221,44,221,TAYLOR,48,441,441
44222,44,222,TERRELL,48,443,443
44223,44,223,TERRY,48,445,445
44224,44,224,THROCKMORTON,48,447,447
44225,44,225,TITUS,48,449,449
44226,44,226,TOM GREEN,48,451,451
44227,44,227,TRAVIS,48,453,453
44228,44,228,TRINITY,48,455,455
44229,44,229,TYLER,48,457,457
44230,44,230,UPSHUR,48,459,459
44231,44,231,UPTON,48,461,461
44232,44,232,UVALDE,48,463,463
44233,44,233,VAL VERDE,48,465,465
44234,44,234,VAN ZANDT,48,467,467
44235,44,235,VICTORIA,48,469,469
44236,44,236,WALKER,48,471,471
44237,44,237,WALLER,48,473,473
44238,44,238,WARD,48,475,475
44239,44,239,WASHINGTON,48,477,477
44240,44,240,WEBB,48,479,479
44241,44,241,WHARTON,48,481,481
44242,44,242,WHEELER,48,483,483
44243,44,243,WICHITA,48,485,485
44244,44,244,WILBARGER,48,487,487
44245,44,245,WILLACY,48,489,489
44246,44,246,WILLIAMSON,48,491,491
44247,44,247,WILSON,48,493,493
44248,44,248,WINKLER,48,495,495
44249,44,249,WISE,48,497,497
44250,44,250,WOOD,48,499,499
44251,44,251,YOAKUM,48,501,501
44252,44,252,YOUNG,48,503,503
44253,44,253,ZAPATA,48,505,505
44254,44,254,ZAVALA,48,507,507
45000,45,000,UTAH,49,000,000
45001,45,001,BEAVER,49,001,001
45002,45,002,BOX ELDER,49,003,003
45003,45,003,CACHE,49,005,005
45004,45,004,CARBON,49,007,007
45005,45,005,DAGGETT,49,009,009
45006,45,006,DAVIS,49,011,011
45007,45,007,DUCHESNE,49,013,013
45008,45,008,EMERY,49,015,015
45009,45,009,GARFIELD,49,017,017
45010,45,010,GRAND,49,019,019
45011,45,011,IRON,49,021,021
45012,45,012,JUAB,49,023,023
45013,45,013,KANE,49,025,025
45014,45,014,MILLARD,49,027,027
45015,45,015,MORGAN,49,029,029
45016,45,016,PIUTE,49,031,031
45017,45,017,RICH,49,033,033
45018,45,018,SALT LAKE,49,035,035
45019,45,019,SAN JUAN,49,037,037
45020,45,020,SANPETE,49,039,039
45021,45,021,SEVIER,49,041,041
45022,45,022,SUMMIT,49,043,043
45023,45,023,TOOELE,49,045,045
45024,45,024,UINTAH,49,047,047
45025,45,025,UTAH,49,049,049
45026,45,026,WASATCH,49,051,051
45027,45,027,WASHINGTON,49,053,053
45028,45,028,WAYNE,49,055,055
45029,45,029,WEBER,49,057,057
46000,46,000,VERMONT,50,000,000
46001,46,001,ADDISON,50,001,001
46002,46,002,BENNINGTON,50,003,003
46003,46,003,CALEDONIA,50,005,005
46004,46,004,CHITTENDEN,50,007,007
46005,46,005,ESSEX,50,009,009
46006,46,006,FRANKLIN,50,011,011
46007,46,007,GRAND ISLE,50,013,013
46008,46,008,LAMOILLE,50,015,015
46009,46,009,ORANGE,50,017,017
46010,46,010,ORLEANS,50,019,019
46011,46,011,RUTLAND,50,021,021
46012,46,012,WASHINGTON,50,023,023
46013,46,013,WINDHAM,50,025,025
46014,46,014,WINDSOR,50,027,027
47000,47,000,VIRGINIA,51,000,000
47001,47,001,ACCOMACK,51,001,001
47002,47,002,ALBEMARLE,51,003,003
47003,47,003,ALLEGHANY,51,005,005
47004,47,004,AMELIA,51,007,007
47005,47,005,AMHERST,51,009,009
47006,47,006,APPOMATTOX,51,011,011
47007,47,007,ARLINGTON,51,013,013
47008,47,008,AUGUSTA,51,015,015
47009,47,009,BATH,51,017,017
47010,47,010,BEDFORD,51,019,019
47011,47,011,BLAND,51,021,021
47012,47,012,BOTETOURT,51,023,023
47013,47,013,BRUNSWICK,51,025,025
47014,47,014,BUCHANAN,51,027,027
47015,47,015,BUCKINGHAM,51,029,029
47016,47,016,CAMPBELL,51,031,031
47017,47,017,CAROLINE,51,033,033
47018,47,018,CARROLL,51,035,035
47019,47,019,CHARLES CITY,51,036,036
47020,47,020,CHARLOTTE,51,037,037
47021,47,021,CHESTERFIELD,51,041,041
47022,47,022,CLARKE,51,043,043
47023,47,023,CRAIG,51,045,045
47024,47,024,CULPEPER,51,047,047
47025,47,025,CUMBERLAND,51,049,049
47026,47,026,DICKENSON,51,051,051
47027,47,027,DINWIDDIE,51,053,053
47028,47,028,ELIZABETH CITY,51,055,055
47029,47,029,ESSEX,51,057,057
47030,47,030,FAIRFAX,51,059,059
47031,47,031,FAUQUIER,51,061,061
47032,47,032,FLOYD,51,063,063
47033,47,033,FLUVANNA,51,065,065
47034,47,034,FRANKLIN,51,067,067
47035,47,035,FREDERICK,51,069,069
47036,47,036,GILES,51,071,071
47037,47,037,GLOUCESTER,51,073,073
47038,47,038,GOOCHLAND,51,075,075
47039,47,039,GRAYSON,51,077,077
47040,47,040,GREENE,51,079,079
47041,47,041,GREENSVILLE,51,081,081
47042,47,042,HALIFAX,51,083,083
47043,47,043,HANOVER,51,085,085
47044,47,044,HENRICO,51,087,087
47045,47,045,HENRY,51,089,089
47046,47,046,HIGHLAND,51,091,091
47047,47,047,ISLE OF WIGHT,51,093,093
47048,47,048,JAMES CITY,51,095,095
47049,47,049,KING AND QUEEN,51,097,097
47050,47,050,KING GEORGE,51,099,099
47051,47,051,KING WILLIAM,51,101,101
47052,47,052,LANCASTER,51,103,103
47053,47,053,LEE,51,105,105
47054,47,054,LOUDOUN,51,107,107
47055,47,055,LOUISA,51,109,109
47056,47,056,LUNENBURG,51,111,111
47057,47,057,MADISON,51,113,113
47058,47,058,MATHEWS,51,115,115
47059,47,059,MECKLENBURG,51,117,117
47060,47,060,MIDDLESEX,51,119,119
47061,47,061,MONTGOMERY,51,121,121
47062,47,062,NANSEMOND,51,123,123
47063,47,063,NELSON,51,125,125
47064,47,064,NEW KENT,51,127,127
47065,47,065,NORFOLK,51,129,129
47066,47,066,NORTHAMPTON,51,131,131
47067,47,067,NORTHUMBERLAND,51,133,133
47068,47,068,NOTTOWAY,51,135,135
47069,47,069,ORANGE,51,137,137
47070,47,070,PAGE,51,139,139
47071,47,071,PATRICK,51,141,141
47072,47,072,PITTSYLVANIA,51,143,143
47073,47,073,POWHATAN,51,145,145
47074,47,074,PRINCE EDWARD,51,147,147
47075,47,075,PRINCE GEORGE,51,149,149
47076,47,076,PRINCE WILLIAM,51,153,153
47077,47,077,PRINCESS ANNE,51,151,151
47078,47,078,PULASKI,51,155,155
47079,47,079,RAPPAHANNOCK,51,157,157
47080,47,080,RICHMOND,51,159,159
47081,47,081,ROANOKE,51,161,161
47082,47,082,ROCKBRIDGE,51,163,163
47083,47,083,ROCKINGHAM,51,165,165
47084,47,084,RUSSELL,51,167,167
47085,47,085,SCOTT,51,169,169
47086,47,086,SHENANDOAH,51,171,171
47087,47,087,SMYTH,51,173,173
47088,47,088,SOUTHAMPTON,51,175,175
47089,47,089,SPOTSYLVANIA,51,177,177
47090,47,090,STAFFORD,51,179,179
47091,47,091,SURRY,51,181,181
47092,47,092,SUSSEX,51,183,183
47093,47,093,TAZEWELL,51,185,185
47094,47,094,WARREN,51,187,187
47095,47,095,WARWICK,51,189,189
47096,47,096,WASHINGTON,51,191,191
47097,47,097,WESTMORELAND,51,193,193
47098,47,098,WISE,51,195,195
47099,47,099,WYTHE,51,197,197
47100,47,100,YORK [area changed for 2007],51,199,199
47101,47,101,ALEXANDRIA CITY,51,510,510
47102,47,102,BRISTOL CITY,51,520,520
47103,47,103,BUENA VISTA CITY,51,530,530
47104,47,104,CHARLOTTESVILLE CITY,51,540,540
47105,47,105,CHESAPEAKE CITY,51,550,550
47106,47,106,CLIFTON FORGE CITY,51,560,560
47107,47,107,COLONIAL HEIGHTS CITY,51,570,570
47108,47,108,COVINGTON CITY,51,580,580
47109,47,109,DANVILLE CITY,51,590,590
47110,47,110,FAIRFAX CITY,51,600,600
47111,47,111,FALLS CHURCH CITY,51,610,610
47112,47,112,FRANKLIN CITY,51,620,620
47113,47,113,FREDERICKSBURG CITY,51,630,630
47114,47,114,GALAX CITY,51,640,640
47115,47,115,HAMPTON CITY,51,650,650
47116,47,116,HARRISONBURG CITY,51,660,660
47117,47,117,HOPEWELL CITY,51,670,670
47118,47,118,LEXINGTON CITY,51,678,678
47119,47,119,LYNCHBURG CITY,51,680,680
47120,47,120,MARTINSVILLE CITY,51,690,690
47121,47,121,NEWPORT NEWS CITY [area changed for 2007],51,700,700
47122,47,122,NORFOLK CITY,51,710,710
47123,47,123,NORTON CITY,51,720,720
47124,47,124,PETERSBURG CITY,51,730,730
47125,47,125,PORTSMOUTH CITY,51,740,740
47126,47,126,RADFORD CITY,51,750,750
47127,47,127,RICHMOND CITY,51,760,760
47128,47,128,ROANOKE CITY,51,770,770
47129,47,129,SOUTH BOSTON CITY,51,780,780
47130,47,130,STAUNTON CITY,51,790,790
47131,47,131,SUFFOLK CITY,51,800,800
47132,47,132,VIRGINIA BEACH CITY,51,810,810
47133,47,133,WAYNESBORO CITY,51,820,820
47134,47,134,WILLIAMSBURG CITY,51,830,830
47135,47,135,WINCHESTER CITY,51,840,840
47136,47,136,BEDFORD CITY,51,515,515
47137,47,137,EMPORIA CITY,51,595,595
47138,47,138,SALEM CITY,51,775,775
47140,47,140,MANASSAS CITY,51,683,683
47141,47,141,MANASSAS PARK CITY,51,685,685
47142,47,142,POQUOSON CITY,51,735,735
47901,47,901,SOUTH NORFOLK CITY,51,785,785
47902,47,902,WARWICK CITY,51,189,189
47999,47,999,INDEPENDENT CITIES,51,,
48000,48,000,WASHINGTON,53,000,000
48001,48,001,ADAMS,53,001,001
48002,48,002,ASOTIN,53,003,003
48003,48,003,BENTON,53,005,005
48004,48,004,CHELAN,53,007,007
48005,48,005,CLALLAM,53,009,009
48006,48,006,CLARK,53,011,011
48007,48,007,COLUMBIA,53,013,013
48008,48,008,COWLITZ,53,015,015
48009,48,009,DOUGLAS,53,017,017
48010,48,010,FERRY,53,019,019
48011,48,011,FRANKLIN,53,021,021
48012,48,012,GARFIELD,53,023,023
48013,48,013,GRANT,53,025,025
48014,48,014,GRAYS HARBOR,53,027,027
48015,48,015,ISLAND,53,029,029
48016,48,016,JEFFERSON,53,031,031
48017,48,017,KING,53,033,033
48018,48,018,KITSAP,53,035,035
48019,48,019,KITTITAS,53,037,037
48020,48,020,KLICKITAT,53,039,039
48021,48,021,LEWIS,53,041,041
48022,48,022,LINCOLN,53,043,043
48023,48,023,MASON,53,045,045
48024,48,024,OKANOGAN,53,047,047
48025,48,025,PACIFIC,53,049,049
48026,48,026,PEND OREILLE,53,051,051
48027,48,027,PIERCE,53,053,053
48028,48,028,SAN JUAN,53,055,055
48029,48,029,SKAGIT,53,057,057
48030,48,030,SKAMANIA,53,059,059
48031,48,031,SNOHOMISH,53,061,061
48032,48,032,SPOKANE,53,063,063
48033,48,033,STEVENS,53,065,065
48034,48,034,THURSTON,53,067,067
48035,48,035,WAHKIAKUM,53,069,069
48036,48,036,WALLA WALLA,53,071,071
48037,48,037,WHATCOM,53,073,073
48038,48,038,WHITMAN,53,075,075
48039,48,039,YAKIMA,53,077,077
49000,49,000,WEST VIRGINIA,54,000,000
49001,49,001,BARBOUR,54,001,001
49002,49,002,BERKELEY,54,003,003
49003,49,003,BOONE,54,005,005
49004,49,004,BRAXTON,54,007,007
49005,49,005,BROOKE,54,009,009
49006,49,006,CABELL,54,011,011
49007,49,007,CALHOUN,54,013,013
49008,49,008,CLAY,54,015,015
49009,49,009,DODDRIDGE,54,017,017
49010,49,010,FAYETTE,54,019,019
49011,49,011,GILMER,54,021,021
49012,49,012,GRANT,54,023,023
49013,49,013,GREENBRIER,54,025,025
49014,49,014,HAMPSHIRE,54,027,027
49015,49,015,HANCOCK,54,029,029
49016,49,016,HARDY,54,031,031
49017,49,017,HARRISON,54,033,033
49018,49,018,JACKSON,54,035,035
49019,49,019,JEFFERSON,54,037,037
49020,49,020,KANAWHA,54,039,039
49021,49,021,LEWIS,54,041,041
49022,49,022,LINCOLN,54,043,043
49023,49,023,LOGAN,54,045,045
49024,49,024,MCDOWELL,54,047,047
49025,49,025,MARION,54,049,049
49026,49,026,MARSHALL,54,051,051
49027,49,027,MASON,54,053,053
49028,49,028,MERCER,54,055,055
49029,49,029,MINERAL,54,057,057
49030,49,030,MINGO,54,059,059
49031,49,031,MONONGALIA,54,061,061
49032,49,032,MONROE,54,063,063
49033,49,033,MORGAN,54,065,065
49034,49,034,NICHOLAS,54,067,067
49035,49,035,OHIO,54,069,069
49036,49,036,PENDLETON,54,071,071
49037,49,037,PLEASANTS,54,073,073
49038,49,038,POCAHONTAS,54,075,075
49039,49,039,PRESTON,54,077,077
49040,49,040,PUTNAM,54,079,079
49041,49,041,RALEIGH,54,081,081
49042,49,042,RANDOLPH,54,083,083
49043,49,043,RITCHIE,54,085,085
49044,49,044,ROANE,54,087,087
49045,49,045,SUMMERS,54,089,089
49046,49,046,TAYLOR,54,091,091
49047,49,047,TUCKER,54,093,093
49048,49,048,TYLER,54,095,095
49049,49,049,UPSHUR,54,097,097
49050,49,050,WAYNE,54,099,099
49051,49,051,WEBSTER,54,101,101
49052,49,052,WETZEL,54,103,103
49053,49,053,WIRT,54,105,105
49054,49,054,WOOD,54,107,107
49055,49,055,WYOMING,54,109,109
50000,50,000,WISCONSIN,55,000,000
50001,50,001,ADAMS,55,001,001
50002,50,002,ASHLAND,55,003,003
50003,50,003,BARRON,55,005,005
50004,50,004,BAYFIELD,55,007,007
50005,50,005,BROWN,55,009,009
50006,50,006,BUFFALO,55,011,011
50007,50,007,BURNETT,55,013,013
50008,50,008,CALUMET,55,015,015
50009,50,009,CHIPPEWA,55,017,017
50010,50,010,CLARK,55,019,019
50011,50,011,COLUMBIA,55,021,021
50012,50,012,CRAWFORD,55,023,023
50013,50,013,DANE,55,025,025
50014,50,014,DODGE,55,027,027
50015,50,015,DOOR,55,029,029
50016,50,016,DOUGLAS,55,031,031
50017,50,017,DUNN,55,033,033
50018,50,018,EAU CLAIRE,55,035,035
50019,50,019,FLORENCE,55,037,037
50020,50,020,FOND DU LAC,55,039,039
50021,50,021,FOREST,55,041,041
50022,50,022,GRANT,55,043,043
50023,50,023,GREEN,55,045,045
50024,50,024,GREEN LAKE,55,047,047
50025,50,025,IOWA,55,049,049
50026,50,026,IRON,55,051,051
50027,50,027,JACKSON,55,053,053
50028,50,028,JEFFERSON,55,055,055
50029,50,029,JUNEAU,55,057,057
50030,50,030,KENOSHA,55,059,059
50031,50,031,KEWAUNEE,55,061,061
50032,50,032,LA CROSSE,55,063,063
50033,50,033,LAFAYETTE,55,065,065
50034,50,034,LANGLADE,55,067,067
50035,50,035,LINCOLN,55,069,069
50036,50,036,MANITOWOC,55,071,071
50037,50,037,MARATHON,55,073,073
50038,50,038,MARINETTE,55,075,075
50039,50,039,MARQUETTE,55,077,077
50040,50,040,MENOMINEE,55,078,078
50041,50,041,MILWAUKEE,55,079,079
50042,50,042,MONROE,55,081,081
50043,50,043,OCONTO,55,083,083
50044,50,044,ONEIDA,55,085,085
50045,50,045,OUTAGAMIE,55,087,087
50046,50,046,OZAUKEE,55,089,089
50047,50,047,PEPIN,55,091,091
50048,50,048,PIERCE,55,093,093
50049,50,049,POLK,55,095,095
50050,50,050,PORTAGE,55,097,097
50051,50,051,PRICE,55,099,099
50052,50,052,RACINE,55,101,101
50053,50,053,RICHLAND,55,103,103
50054,50,054,ROCK,55,105,105
50055,50,055,RUSK,55,107,107
50056,50,056,ST CROIX,55,109,109
50057,50,057,SAUK,55,111,111
50058,50,058,SAWYER,55,113,113
50059,50,059,SHAWANO,55,115,115
50060,50,060,SHEBOYGAN,55,117,117
50061,50,061,TAYLOR,55,119,119
50062,50,062,TREMPEALEAU,55,121,121
50063,50,063,VERNON,55,123,123
50064,50,064,VILAS,55,125,125
50065,50,065,WALWORTH,55,127,127
50066,50,066,WASHBURN,55,129,129
50067,50,067,WASHINGTON,55,131,131
50068,50,068,WAUKESHA,55,133,133
50069,50,069,WAUPACA,55,135,135
50070,50,070,WAUSHARA,55,137,137
50071,50,071,WINNEBAGO,55,139,139
50072,50,072,WOOD,55,141,141
51000,51,000,WYOMING,56,000,000
51001,51,001,ALBANY,56,001,001
51002,51,002,BIG HORN,56,003,003
51003,51,003,CAMPBELL,56,005,005
51004,51,004,CARBON,56,007,007
51005,51,005,CONVERSE,56,009,009
51006,51,006,CROOK,56,011,011
51007,51,007,FREMONT,56,013,013
51008,51,008,GOSHEN,56,015,015
51009,51,009,HOT SPRINGS,56,017,017
51010,51,010,JOHNSON,56,019,019
51011,51,011,LARAMIE,56,021,021
51012,51,012,LINCOLN,56,023,023
51013,51,013,NATRONA,56,025,025
51014,51,014,NIOBRARA,56,027,027
51015,51,015,PARK,56,029,029
51016,51,016,PLATTE,56,031,031
51017,51,017,SHERIDAN,56,033,033
51018,51,018,SUBLETTE,56,035,035
51019,51,019,SWEETWATER,56,037,037
51020,51,020,TETON,56,039,039
51021,51,021,UINTA,56,041,041
51022,51,022,WASHAKIE,56,043,043
51023,51,023,WESTON,56,045,045
